ID,CFR_prediction,gold,rawLevenshteinED,phonemewiseLevenshteinED,featureED,pred_phone_length,gold_phone_length
985,*/pud̪ʁ/,/pud̪ʁ/,0,0.0,0.0,4,4
986,*/pœ̃s/,/pɔ̃s/,1,0.3333333333333333,0.07692307692307693,3,3
987,*/pwɛ̃d̪ʁ/,/pwɛ̃d̪ʁ/,0,0.0,0.0,5,5
988,*/pwɛ̃t̪/,/pwɛ̃t̪/,0,0.0,0.0,4,4
989,*/pwɛ̃sɔ̃/,/pwɛ̃sɔ̃/,0,0.0,0.0,5,5
990,*/pwɛ̃/,/pwɛ̃/,0,0.0,0.0,3,3
991,*/pwɛ̃t̪yʁ/,/pwɛ̃t̪yʁ/,0,0.0,0.0,6,6
992,*/pyʁ/,/pyʁ/,0,0.0,0.0,3,3
993,*/pyʁʒe/,/pyʁʒe/,0,0.0,0.0,5,5
994,*/pyʁ/,/pyʁ/,0,0.0,0.0,3,3
995,*/puʁpʁ/,/puʁpʁ/,0,0.0,0.0,5,5
996,*/pupe/,/pupe/,0,0.0,0.0,4,4
997,*/po/,/po/,0,0.0,0.0,2,2
998,*/ʁaʒ/,/ʁaʒ/,0,0.0,0.0,3,3
999,*/ʁasin̪/,/ʁasin̪/,0,0.0,0.0,5,5
1000,*/ʁɛ/,/ʁɛ/,0,0.0,0.0,2,2
1001,*/ʁɛzɛ̃/,/ʁɛzɛ̃/,0,0.0,0.0,4,4
1002,*/ʁamo/,/ʁamo/,0,0.0,0.0,4,4
1003,*/ʁɛn̪/,/ʁɛn̪/,0,0.0,0.0,3,3
1004,*/ʁɑ̃kœʁ/,/ʁɑ̃kœʁ/,0,0.0,0.0,5,5
1005,*/ʁad̪/,/ʁad̪/,0,0.0,0.0,3,3
1006,*/ʁɑle/,/ʁɑle/,0,0.0,0.0,4,4
1007,*/ʁɑt̪o/,/ʁɑt̪o/,0,0.0,0.0,4,4
1008,*/ʁɛzɔ̃/,/ʁɛzɔ̃/,0,0.0,0.0,4,4
1009,*/ʁe/,/ʁe/,0,0.0,0.0,2,2
1010,*/ʁɑ̃sɔ̃/,/ʁɑ̃sɔ̃/,0,0.0,0.0,4,4
1011,*/ʁwajal/,/ʁwajal/,0,0.0,0.0,6,6
1012,*/ʁwajo/,/ʁwajo/,0,0.0,0.0,5,5
1013,*/ʁwa/,/ʁwa/,0,0.0,0.0,3,3
1014,*/ʁjɛ̃/,/ʁjɛ̃/,0,0.0,0.0,3,3
1015,*/ʁɑ̃t̪/,/ʁɑ̃t̪/,0,0.0,0.0,3,3
1016,*/ʁɛ̃/,/ʁɛ̃/,0,0.0,0.0,2,2
1017,*/ʁwa/,/ʁɛ/,2,1.0,0.6346153846153846,3,2
1018,*/ʁɛn̪/,/ʁɛn̪/,0,0.0,0.0,3,3
1019,*/ʁɔ̃d̪/,/ʁɔ̃d̪/,0,0.0,0.0,3,3
1020,*/ʁɔ̃/,/ʁɔ̃/,0,0.0,0.0,2,2
1021,*/ʁiʁ/,/ʁiʁ/,0,0.0,0.0,3,3
1022,*/ʁwa/,/ʁɛ/,2,1.0,0.6346153846153846,3,2
1023,*/ʁɛd̪/,/ʁɛd̪/,0,0.0,0.0,3,3
1024,*/ʁiv/,/ʁiv/,0,0.0,0.0,3,3
1025,*/ʁivjɛʁ/,/ʁivjɛʁ/,0,0.0,0.0,6,6
1026,*/ʁi/,/ʁi/,0,0.0,0.0,2,2
1027,*/ʁuj/,/ʁuj/,0,0.0,0.0,3,3
1028,*/ʁɔʃ/,/ʁoʃ/,1,0.3333333333333333,0.038461538461538464,3,3
1029,*/ʁon̪/,/ʁon̪/,0,0.0,0.0,3,3
1030,*/ʁuʒ/,/ʁuʒ/,0,0.0,0.0,3,3
1031,*/ʁy/,/ʁy/,0,0.0,0.0,2,2
1032,*/ʁɔ̃s/,/ʁɔ̃s/,0,0.0,0.0,3,3
1033,*/ʁymœʁ/,/ʁymœʁ/,0,0.0,0.0,5,5
1034,*/ʁɔ̃pʁ/,/ʁɔ̃pʁ/,0,0.0,0.0,4,4
1035,*/ʁut̪/,/ʁut̪/,0,0.0,0.0,3,3
1036,*/ʁo/,/ʁo/,0,0.0,0.0,2,2
1037,*/ʁyʃ/,/ʁyʃ/,0,0.0,0.0,3,3
1038,*/ʁɥiso/,/ʁɥiso/,0,0.0,0.0,5,5
1039,*/ʁus/,/ʁus/,0,0.0,0.0,3,3
1040,*/ʁu/,/ʁu/,0,0.0,0.0,2,2
1041,*/ʁuabl/,/ʁɑbl/,2,0.5,0.6346153846153846,5,4
1042,*/ʁy/,/ʁy/,0,0.0,0.0,2,2
1043,*/ʁɥeʁ/,/ʁɥe/,1,0.3333333333333333,0.5769230769230769,4,3
1044,*/saviɲi/,/saviɲi/,0,0.0,0.0,6,6
1045,*/sabl/,/sabl/,0,0.0,0.0,4,4
1046,*/sɔm/,/sɔm/,0,0.0,0.0,3,3
1047,*/sɔmje/,/sɔmje/,0,0.0,0.0,5,5
1048,*/sak/,/sak/,0,0.0,0.0,3,3
1049,*/sɛʁmɑ̃/,/sɛʁmɑ̃/,0,0.0,0.0,5,5
1050,*/sɛl/,/sɛl/,0,0.0,0.0,3,3
1051,*/son̪je/,/son̪je/,0,0.0,0.0,5,5
1052,*/somɑt̪ʁ/,/somɑt̪ʁ/,0,0.0,0.0,6,6
1053,*/somɔ̃/,/somɔ̃/,0,0.0,0.0,4,4
1054,*/sos/,/sos/,0,0.0,0.0,3,3
1055,*/sosis/,/sosis/,0,0.0,0.0,5,5
1056,*/sot̪e/,/sot̪e/,0,0.0,0.0,4,4
1057,*/sot̪je/,/sot̪je/,0,0.0,0.0,5,5
1058,*/saly/,/saly/,0,0.0,0.0,4,4
1059,*/sov/,/sov/,0,0.0,0.0,3,3
1060,*/sovaʒ/,/sovaʒ/,0,0.0,0.0,5,5
1061,*/sovœʁ/,/sovœʁ/,0,0.0,0.0,5,5
1062,*/soʒ/,/soʒ/,0,0.0,0.0,3,3
1063,*/sof/,/sof/,0,0.0,0.0,3,3
1064,*/sɛn̪/,/sɛn̪/,0,0.0,0.0,3,3
1065,*/sɑ̃t̪e/,/sɑ̃t̪e/,0,0.0,0.0,4,4
1066,*/sɑ̃ɡ/,/sɑ̃/,1,0.5,0.5769230769230769,3,2
1067,*/sɑ̃sy/,/sɑ̃sy/,0,0.0,0.0,4,4
1068,*/sɛ̃t̪e/,/sɛ̃t̪ət̪e/,2,0.3333333333333333,1.4423076923076923,4,6
1069,*/sɛ̃/,/sɛ̃/,0,0.0,0.0,2,2
1070,*/sɛ̃/,/sɛ̃/,0,0.0,0.0,2,2
1071,*/sɛv/,/sɛv/,0,0.0,0.0,3,3
1072,*/savwa/,/savwa/,0,0.0,0.0,5,5
1073,*/savwaʁ/,/savwaʁ/,0,0.0,0.0,6,6
1074,*/saʃ/,/saʃ/,0,0.0,0.0,3,3
1075,*/sad̪/,/sad̪/,0,0.0,0.0,3,3
1076,*/savɑ̃/,/savɑ̃/,0,0.0,0.0,4,4
1077,*/savɔ̃/,/savɔ̃/,0,0.0,0.0,4,4
1078,*/savœʁ/,/savœʁ/,0,0.0,0.0,5,5
1079,*/sapɛ̃/,/sapɛ̃/,0,0.0,0.0,4,4
1080,*/saʁmɑ̃/,/saʁmɑ̃/,0,0.0,0.0,5,5
1081,*/sɛzɔ̃/,/sɛzɔ̃/,0,0.0,0.0,4,4
1082,*/su/,/su/,0,0.0,0.0,2,2
1083,*/son̪/,/son̪/,0,0.0,0.0,3,3
1084,*/swa/,/swa/,0,0.0,0.0,3,3
1085,*/swaʁ/,/swaʁ/,0,0.0,0.0,4,4
1086,*/sjɛʒ/,/sjɛʒ/,0,0.0,0.0,4,4
1087,*/sis/,/sis/,0,0.0,0.0,3,3
1088,*/swasɑ̃t̪/,/swasɑ̃t̪/,0,0.0,0.0,6,6
1089,*/syʁ/,/syʁ/,0,0.0,0.0,3,3
1090,*/syʁ/,/syʁ/,0,0.0,0.0,3,3
1091,*/sɥivʁ/,/sɥivʁ/,0,0.0,0.0,5,5
1092,*/sɥi/,/sɥi/,0,0.0,0.0,3,3
1093,*/si/,/sɥi/,1,0.3333333333333333,0.5769230769230769,2,3
1094,*/sɛl/,/sɛl/,0,0.0,0.0,3,3
1095,*/siʁ/,/siʁ/,0,0.0,0.0,3,3
1096,*/sɑ̃t̪/,/sɑ̃t̪/,0,0.0,0.0,3,3
1097,*/sɛɲœʁ/,/sɛɲœʁ/,0,0.0,0.0,5,5
1098,*/swa/,/sɑ̃s/,2,0.6666666666666666,0.6923076923076923,3,3
1099,*/sɑ̃t̪iʁ/,/sɑ̃t̪iʁ/,0,0.0,0.0,5,5
1100,*/swaf/,/swaf/,0,0.0,0.0,4,4
1101,*/sɛ/,/sɛt̪/,1,0.3333333333333333,0.6153846153846154,2,3
1102,*/səmɛn̪/,/səmɛn̪/,0,0.0,0.0,5,5
1103,*/sɛʁʒ/,/sɛʁʒ/,0,0.0,0.0,4,4
1104,*/swaʁ/,/swaʁ/,0,0.0,0.0,4,4
1105,*/sɛʁpɑ̃/,/sɛʁpɑ̃/,0,0.0,0.0,5,5
1106,*/sɛʁv/,/sɛʁv/,0,0.0,0.0,4,4
1107,*/sɛʁviʁ/,/sɛʁviʁ/,0,0.0,0.0,6,6
1108,*/sɛʁ/,/sɛʁ/,0,0.0,0.0,3,3
1109,*/sɛʁ/,/sɛʁ/,0,0.0,0.0,3,3
1110,*/sɛʁf/,/sɛʁ/,1,0.3333333333333333,0.4423076923076923,4,3
1111,*/sɛ/,/swa/,2,0.6666666666666666,0.8076923076923077,2,3
1112,*/si/,/si/,0,0.0,0.0,2,2
1113,*/so/,/so/,0,0.0,0.0,2,2
1114,*/so/,/so/,0,0.0,0.0,2,2
1115,*/sɛ̃/,/sɛ̃/,0,0.0,0.0,2,2
1116,*/si/,/si/,0,0.0,0.0,2,2
1117,*/sɛʃ/,/sɛʃ/,0,0.0,0.0,3,3
1118,*/sɛk/,/sɛk/,0,0.0,0.0,3,3
1119,*/sɑ̃ble/,/sɑ̃ble/,0,0.0,0.0,5,5
1120,*/sɛ̃ʒ/,/sɛ̃ʒ/,0,0.0,0.0,3,3
1121,*/sɛ̃/,/sɑ̃/,1,0.5,0.15384615384615385,2,2
1122,*/sɑ̃ɡlo/,/sɑ̃ɡlo/,0,0.0,0.0,5,5
1123,*/sɑ̃ɡle/,/sɑ̃ɡlie/,1,0.16666666666666666,0.34615384615384615,5,6
1124,*/sɛ̃/,/sɛ̃/,0,0.0,0.0,2,2
1125,*/so/,/so/,0,0.0,0.0,2,2
1126,*/wasɑ̃t̪ɛl/,/et̪ɛ̃sɛl/,5,0.8333333333333334,1.1538461538461537,7,6
1127,*/ekɔʁs/,/ekɔʁs/,0,0.0,0.0,5,5
1128,*/ekɥije/,/ekɥije/,0,0.0,0.0,6,6
1129,*/ekɥɛl/,/ekɥɛl/,0,0.0,0.0,5,5
1130,*/sud̪e/,/sud̪e/,0,0.0,0.0,4,4
1131,*/sɔlɛj/,/sɔlɛj/,0,0.0,0.0,5,5
1132,*/sœl/,/sœl/,0,0.0,0.0,3,3
1133,*/sɔ̃ʒ/,/sɔ̃ʒ/,0,0.0,0.0,3,3
1134,*/sɔ̃/,/sɔ̃/,0,0.0,0.0,2,2
1135,*/suʁi/,/suʁi/,0,0.0,0.0,4,4
1136,*/sœʁ/,/sœʁ/,0,0.0,0.0,3,3
1137,*/sɔʁ/,/sɔʁ/,0,0.0,0.0,3,3
1138,*/sɔʁse/,/sɔʁsje/,1,0.16666666666666666,0.46153846153846156,5,6
1139,*/so/,/so/,0,0.0,0.0,2,2
1140,*/epe/,/epe/,0,0.0,0.0,3,3
1141,*/epi/,/epi/,0,0.0,0.0,3,3
1142,*/epin̪/,/epin̪/,0,0.0,0.0,4,4
1143,*/epɛ̃ɡl/,/epɛ̃ɡl/,0,0.0,0.0,5,5
1144,*/epuz/,/epuz/,0,0.0,0.0,4,4
1145,*/epu/,/epu/,0,0.0,0.0,3,3
1146,*/epɛs/,/epɛs/,0,0.0,0.0,4,4
1147,*/epɛ/,/epɛ/,0,0.0,0.0,3,3
1148,*/et̪ɛ̃/,/et̪ɛ̃/,0,0.0,0.0,3,3
1149,*/et̪ɛ̃/,/et̪ɛ̃/,0,0.0,0.0,3,3
1150,*/et̪wal/,/et̪wal/,0,0.0,0.0,5,5
1151,*/et̪ʁɑ̃ɡle/,/et̪ʁɑ̃ɡle/,0,0.0,0.0,7,7
1152,*/et̪ʁɛn̪/,/et̪ʁɛn̪/,0,0.0,0.0,5,5
1153,*/et̪ʁwat̪/,/et̪ʁwat̪/,0,0.0,0.0,6,6
1154,*/et̪ʁwa/,/et̪ʁwa/,0,0.0,0.0,5,5
1155,*/et̪uʁn̪o/,/et̪uʁn̪o/,0,0.0,0.0,6,6
1156,*/sø/,/sø/,0,0.0,0.0,2,2
1157,*/sa/,/sa/,0,0.0,0.0,2,2
1158,*/se/,/se/,0,0.0,0.0,2,2
1159,*/səʒuʁ/,/seʒuʁ/,1,0.2,0.057692307692307696,5,5
1160,*/sud̪ɛ̃/,/sud̪ɛ̃/,0,0.0,0.0,4,4
1161,*/sublɔ̃/,/səlɔ̃/,2,0.5,0.7884615384615384,5,4
1162,*/sɥeʁ/,/sɥe/,1,0.3333333333333333,0.5769230769230769,4,3
1163,*/sɥjeʁ/,/sɥɛʁ/,2,0.5,0.23076923076923078,5,4
1164,*/sɥi/,/sɥi/,0,0.0,0.0,3,3
1165,*/sɥœʁ/,/sɥœʁ/,0,0.0,0.0,4,4
1166,*/swasɔ̃/,/swasɔ̃/,0,0.0,0.0,5,5
1167,*/sɔk/,/sɔk/,0,0.0,0.0,3,3
1168,*/syse/,/syse/,0,0.0,0.0,4,4
1169,*/sɔm/,/sɔm/,0,0.0,0.0,3,3
1170,*/sɔmje/,/sɔmje/,0,0.0,0.0,5,5
1171,*/sɔ̃/,/sɔ̃/,0,0.0,0.0,2,2
1172,*/suvʁɛ̃/,/suvʁɛ̃/,0,0.0,0.0,5,5
1173,*/sɔʁsi/,/suʁsi/,1,0.2,0.07692307692307693,5,5
1174,*/sup/,/sup/,0,0.0,0.0,3,3
1175,*/suʁd̪/,/suʁd̪/,0,0.0,0.0,4,4
1176,*/suʁ/,/suʁ/,0,0.0,0.0,3,3
1177,*/sy/,/sy/,0,0.0,0.0,2,2
1178,*/supəsɔ̃/,/supsɔ̃/,1,0.2,0.6538461538461539,6,5
1179,*/sɔ̃/,/sɔ̃/,0,0.0,0.0,2,2
1180,*/fʁɔɲ/,/fʁɔɲ/,0,0.0,0.0,4,4
1181,*/suʃ/,/suʃ/,0,0.0,0.0,3,3
1182,*/t̪avɛʁn̪/,/t̪avɛʁn̪/,0,0.0,0.0,6,6
1183,*/t̪ɑ̃/,/t̪ɑ̃/,0,0.0,0.0,2,2
1184,*/t̪abl/,/t̪abl/,0,0.0,0.0,4,4
1185,*/t̪aʃ/,/t̪aʃ/,0,0.0,0.0,3,3
1186,*/t̪akɔ̃/,/t̪akɔ̃/,0,0.0,0.0,4,4
1187,*/t̪ɛn̪jɛʁ/,/t̪an̪jɛʁ/,1,0.16666666666666666,0.07692307692307693,6,6
1188,*/t̪ɛsɔ̃/,/t̪ɛsɔ̃/,0,0.0,0.0,4,4
1189,*/t̪y/,/t̪y/,0,0.0,0.0,2,2
1190,*/t̪ɛl/,/t̪ɛl/,0,0.0,0.0,3,3
1191,*/t̪o/,/t̪jø/,2,0.6666666666666666,0.6346153846153846,2,3
1192,*/t̪aje/,/t̪aje/,0,0.0,0.0,4,4
1193,*/t̪alɔ̃/,/t̪alɔ̃/,0,0.0,0.0,4,4
1194,*/t̪op/,/t̪op/,0,0.0,0.0,3,3
1195,*/t̪aly/,/t̪aly/,0,0.0,0.0,4,4
1196,*/t̪ami/,/t̪ami/,0,0.0,0.0,4,4
1197,*/t̪ɑ̃/,/t̪ɑ̃/,0,0.0,0.0,2,2
1198,*/t̪ɑ̃/,/t̪ɑ̃/,0,0.0,0.0,2,2
1199,*/t̪aʁd̪/,/t̪aʁd̪/,0,0.0,0.0,4,4
1200,*/t̪aʁ/,/t̪aʁ/,0,0.0,0.0,3,3
1201,*/t̪wa/,/t̪wa/,0,0.0,0.0,3,3
1202,*/t̪wa/,/t̪ɛ/,2,1.0,0.8269230769230769,3,2
1203,*/t̪wa/,/t̪wa/,0,0.0,0.0,3,3
1204,*/t̪wal/,/t̪wal/,0,0.0,0.0,4,4
1205,*/t̪ɑ̃pɛt̪/,/t̪ɑ̃pɛt̪/,0,0.0,0.0,5,5
1206,*/t̪ɑ̃/,/t̪ɑ̃/,0,0.0,0.0,2,2
1207,*/t̪ən̪ɑj/,/t̪ən̪ɑj/,0,0.0,0.0,5,5
1208,*/t̪ɑ̃d̪ʁ/,/t̪ɑ̃d̪ʁ/,0,0.0,0.0,4,4
1209,*/t̪jɛɲ/,/t̪jɛn̪/,1,0.25,0.17307692307692307,4,4
1210,*/t̪jɛn̪/,/t̪jɛn̪/,0,0.0,0.0,4,4
1211,*/t̪jɛ̃/,/t̪jɛ̃/,0,0.0,0.0,3,3
1212,*/t̪ɑ̃d̪ʁ/,/t̪ɑ̃d̪ʁ/,0,0.0,0.0,4,4
1213,*/t̪jɛ̃/,/t̪jɛ̃/,0,0.0,0.0,3,3
1214,*/t̪ən̪iʁ/,/t̪ən̪iʁ/,0,0.0,0.0,5,5
1215,*/t̪waz/,/t̪waz/,0,0.0,0.0,4,4
1216,*/t̪ɑ̃se/,/t̪ɑ̃se/,0,0.0,0.0,4,4
1217,*/t̪jɛd̪/,/t̪jɛd̪/,0,0.0,0.0,4,4
1218,*/t̪eʁɛ̃/,/t̪əʁɛ̃/,1,0.25,0.057692307692307696,4,4
1219,*/t̪ɛʁ/,/t̪ɛʁ/,0,0.0,0.0,3,3
1220,*/t̪jɛʁs/,/t̪jɛʁs/,0,0.0,0.0,5,5
1221,*/t̪jɛʁ/,/t̪jɛʁ/,0,0.0,0.0,4,4
1222,*/t̪ɛmwɛ̃/,/t̪emwɛ̃/,1,0.2,0.038461538461538464,5,5
1223,*/t̪ɛt̪/,/t̪ɛt̪/,0,0.0,0.0,3,3
1224,*/t̪ɛ/,/t̪ɛ/,0,0.0,0.0,2,2
1225,*/t̪iʒ/,/t̪iʒ/,0,0.0,0.0,3,3
1226,*/t̪imɔ̃/,/t̪imɔ̃/,0,0.0,0.0,4,4
1227,*/t̪ɑ̃ʃ/,/t̪ɑ̃ʃ/,0,0.0,0.0,3,3
1228,*/t̪izɔ̃/,/t̪izɔ̃/,0,0.0,0.0,4,4
1229,*/t̪wazɔ̃/,/t̪wazɔ̃/,0,0.0,0.0,5,5
1230,*/t̪ɔn̪ɛʁ/,/t̪ɔn̪ɛʁ/,0,0.0,0.0,5,5
1231,*/t̪ɔʁʃ/,/t̪ɔʁʃ/,0,0.0,0.0,4,4
1232,*/t̪uʁmɑ̃t̪/,/t̪uʁmɑ̃t̪/,0,0.0,0.0,6,6
1233,*/t̪uʁmɑ̃/,/t̪uʁmɑ̃/,0,0.0,0.0,5,5
1234,*/t̪uʁn̪e/,/t̪uʁn̪e/,0,0.0,0.0,5,5
1235,*/t̪uʁn̪yʁ/,/t̪uʁn̪yʁ/,0,0.0,0.0,6,6
1236,*/t̪ɔʁ/,/t̪ɔʁ/,0,0.0,0.0,3,3
1237,*/t̪ɔʁt̪i/,/t̪ɔʁt̪i/,0,0.0,0.0,5,5
1238,*/t̪ɔʁ/,/t̪ɔʁ/,0,0.0,0.0,3,3
1239,*/t̪ɔʁt̪yʁ/,/t̪ɔʁt̪yʁ/,0,0.0,0.0,6,6
1240,*/t̪o/,/t̪o/,0,0.0,0.0,2,2
1241,*/t̪ut̪/,/t̪ut̪/,0,0.0,0.0,3,3
1242,*/t̪ut̪/,/t̪ut̪/,0,0.0,0.0,3,3
1243,*/t̪u/,/t̪us/,1,0.3333333333333333,0.7692307692307693,2,3
1244,*/t̪o/,/t̪u/,1,0.5,0.038461538461538464,2,2
